Date,Price,Volume,Code
20190716,76100,2450278,A000660
20190717,74600,2805672,A000660
20190718,74700,1902110,A000660
20190719,76800,2635348,A000660
20190720,76800,2635348,A000660
20190721,76800,2635348,A000660
20190722,78400,3213786,A000660
20190723,78800,4814941,A000660
20190724,77600,3562342,A000660
20190725,79200,3963383,A000660
20190726,79800,3095260,A000660
20190727,79800,3095260,A000660
20190728,79800,3095260,A000660
20190729,77000,2616782,A000660
20190730,78900,2371300,A000660
20190731,76900,3712241,A000660
20190801,77700,3397831,A000660
20190802,76100,4845952,A000660
20190803,76100,4845952,A000660
20190804,76100,4845952,A000660
20190805,75400,2889902,A000660
20190806,72000,5008247,A000660
20190807,73300,2692841,A000660
20190808,72300,2943206,A000660
20190809,73300,2100380,A000660
20190810,73300,2100380,A000660
20190811,73300,2100380,A000660
20190812,74500,1254926,A000660
20190813,74500,1304708,A000660
20190814,76900,2561643,A000660
20190815,76900,2561643,A000660
20190816,76400,2015785,A000660
20190817,76400,2015785,A000660
20190818,76400,2015785,A000660
20190819,75100,1591728,A000660
20190820,76400,1694275,A000660
20190821,75800,1898789,A000660
20190822,73800,2309550,A000660
20190823,74400,1695532,A000660
20190824,74400,1695532,A000660
20190825,74400,1695532,A000660
20190826,71800,2645491,A000660
20190827,73000,2512610,A000660
20190828,73300,1380522,A000660
20190829,73300,2050860,A000660
20190830,77400,3839246,A000660
20190831,77400,3839246,A000660
20190901,77400,3839246,A000660
20190902,77600,1431352,A000660
20190903,77000,1611563,A000660
20190904,80000,2723541,A000660
20190905,83000,4068631,A000660
20190906,81900,2418057,A000660
20190907,81900,2418057,A000660
20190908,81900,2418057,A000660
20190909,84300,2642174,A000660
20190910,83100,1761883,A000660
20190911,82600,3650902,A000660
20190912,82600,3650902,A000660
20190913,82600,3650902,A000660
20190914,82600,3650902,A000660
20190915,82600,3650902,A000660
20190916,79500,5174391,A000660
20190917,79400,2538780,A000660
20190918,80200,2706678,A000660
20190919,82700,3612220,A000660
20190920,82200,2447172,A000660
20190921,82200,2447172,A000660
20190922,82200,2447172,A000660
20190923,82800,1413663,A000660
20190924,83400,1662830,A000660
20190925,81900,1644881,A000660
20190926,83300,1734941,A000660
20190927,81400,2625620,A000660
20190928,81400,2625620,A000660
20190929,81400,2625620,A000660
20190930,82200,2442478,A000660
20191001,82000,2370210,A000660
20191002,79500,2188097,A000660
20191003,79500,2188097,A000660
20191004,80300,2430603,A000660
20191005,80300,2430603,A000660
20191006,80300,2430603,A000660
20191007,80300,1229105,A000660
20191008,80900,1816880,A000660
20191009,80900,1816880,A000660
20191010,79000,4389324,A000660
20191011,80000,2186536,A000660
20191012,80000,2186536,A000660
20191013,80000,2186536,A000660
20191014,80500,1972409,A000660
20191015,81200,1518810,A000660
20191016,82400,2436269,A000660
20191017,81000,1713942,A000660
20191018,77400,13625664,A000660
20191019,77400,13625664,A000660
20191020,77400,13625664,A000660
20191021,77500,2096581,A000660
20191022,79100,3453958,A000660
20191023,77700,5373911,A000660
20191024,80000,3076100,A000660
20191025,82900,4229200,A000660
20191026,82900,4229200,A000660
20191027,82900,4229200,A000660
20191028,82900,1977758,A000660
20191029,83000,1645070,A000660
20191030,81500,1927042,A000660
20191031,82000,1978755,A000660
20191101,83100,1848046,A000660
20191102,83100,1848046,A000660
20191103,83100,1848046,A000660
20191104,84700,2182879,A000660
20191105,85100,1953720,A000660
20191106,83500,2127745,A000660
20191107,83600,1594558,A000660
20191108,82300,2074339,A000660
20191109,82300,2074339,A000660
20191110,82300,2074339,A000660
20191111,81300,2174477,A000660
20191112,83200,1555211,A000660
20191113,83400,1370289,A000660
20191114,83400,1517137,A000660
20191115,85200,2394138,A000660
20191116,85200,2394138,A000660
20191117,85200,2394138,A000660
20191118,85500,1827506,A000660
20191119,85300,2260299,A000660
20191120,82700,3315169,A000660
20191121,80900,3346746,A000660
20191122,81700,2089767,A000660
20191123,81700,2089767,A000660
20191124,81700,2089767,A000660
20191125,81700,2602474,A000660
20191126,82300,4521090,A000660
20191127,82700,1326621,A000660
20191128,82800,1413983,A000660
20191129,80900,2139440,A000660
20191130,80900,2139440,A000660
20191201,80900,2139440,A000660
20191202,80500,1945991,A000660
20191203,78700,11657151,A000660
20191204,77700,6164549,A000660
20191205,78800,3667358,A000660
20191206,80600,3054204,A000660
20191207,80600,3054204,A000660
20191208,80600,3054204,A000660
20191209,80700,2290088,A000660
20191210,80700,1831960,A000660
20191211,80600,2009331,A000660
20191212,83400,5247299,A000660
20191213,87900,5831965,A000660
20191214,87900,5831965,A000660
20191215,87900,5831965,A000660
20191216,88600,2652685,A000660
20191217,92800,5070618,A000660
20191218,93000,3434310,A000660
20191219,93600,4938375,A000660
20191220,95000,2791176,A000660
20191221,95000,2791176,A000660
20191222,95000,2791176,A000660
20191223,94600,1720279,A000660
20191224,93800,1464093,A000660
20191225,93800,1464093,A000660
20191226,94800,1559839,A000660
20191227,96000,2229470,A000660
20191228,96000,2229470,A000660
20191229,96000,2229470,A000660
20191230,94100,1862634,A000660
20191231,94100,1862634,A000660
20200101,94100,1862634,A000660
20200102,94700,2342070,A000660
20200103,94500,3021380,A000660
20200104,94500,3021380,A000660
20200105,94500,3021380,A000660
20200106,94300,2577573,A000660
20200107,94000,2489429,A000660
20200108,97400,7014748,A000660
20200109,99000,3586413,A000660
20200110,98900,2867925,A000660
20200111,98900,2867925,A000660
20200112,98900,2867925,A000660
20200113,100500,2242008,A000660
20200114,100500,2913343,A000660
20200115,98200,2745625,A000660
20200116,99200,2824804,A000660
20200117,99000,2246394,A000660
20200118,99000,2246394,A000660
20200119,99000,2246394,A000660
20200120,99900,1781639,A000660
20200121,99300,1483291,A000660
20200122,101000,2257478,A000660
20200123,98700,2780104,A000660
20200124,98700,2780104,A000660
20200125,98700,2780104,A000660
20200126,98700,2780104,A000660
20200127,98700,2780104,A000660
20200128,96300,3630362,A000660
20200129,97900,2741459,A000660
20200130,94000,3223436,A000660
20200131,93500,4597139,A000660
20200201,93500,4597139,A000660
20200202,93500,4597139,A000660
20200203,94700,3725535,A000660
20200204,97100,3169743,A000660
20200205,97700,2911995,A000660
20200206,100500,2861441,A000660
20200207,99300,1827393,A000660
20200208,99300,1827393,A000660
20200209,99300,1827393,A000660
20200210,98800,1825648,A000660
20200211,99800,1820578,A000660
20200212,100000,2616573,A000660
20200213,102000,3519491,A000660
20200214,104500,1893163,A000660
20200215,104500,1893163,A000660
20200216,104500,1893163,A000660
20200217,105000,1190162,A000660
20200218,102000,2789667,A000660
20200219,103500,2315634,A000660
20200220,104000,3093782,A000660
20200221,103000,4064719,A000660
20200222,103000,4064719,A000660
20200223,103000,4064719,A000660
20200224,99500,5550758,A000660
20200225,98000,6594059,A000660
20200226,94600,6405409,A000660
20200227,92800,4644449,A000660
20200228,87900,8171939,A000660
20200229,87900,8171939,A000660
20200301,87900,8171939,A000660
20200302,92100,6382279,A000660
20200303,92800,5573006,A000660
20200304,94300,4984561,A000660
20200305,94900,4028776,A000660
20200306,92600,3281612,A000660
20200307,92600,3281612,A000660
20200308,92600,3281612,A000660
20200309,86900,6196552,A000660
20200310,89100,6579153,A000660
20200311,85500,5226251,A000660
20200312,82800,8191818,A000660
20200313,82500,8160758,A000660
20200314,82500,8160758,A000660
20200315,82500,8160758,A000660
20200316,80600,5097762,A000660
20200317,80400,7107436,A000660
20200318,73100,7949482,A000660
20200319,69000,11140367,A000660
20200320,74800,8750101,A000660
20200321,74800,8750101,A000660
20200322,74800,8750101,A000660
20200323,69400,8192363,A000660
20200324,78700,7247345,A000660
20200325,84500,8787217,A000660
20200326,80700,7895289,A000660
20200327,83300,8085695,A000660
20200328,83300,8085695,A000660
20200329,83300,8085695,A000660
20200330,83700,5270037,A000660
20200331,83300,5333479,A000660
20200401,78400,6845675,A000660
20200402,80000,5394371,A000660
20200403,79600,3755301,A000660
20200404,79600,3755301,A000660
20200405,79600,3755301,A000660
20200406,83100,5784159,A000660
20200407,85800,6188649,A000660
20200408,84500,3749575,A000660
20200409,85000,3555538,A000660
20200410,84100,3675338,A000660
20200411,84100,3675338,A000660
20200412,84100,3675338,A000660
20200413,81400,3615318,A000660
20200414,82300,3344109,A000660
20200415,82300,3344109,A000660
20200416,81300,4470072,A000660
20200417,84100,6205624,A000660
20200418,84100,6205624,A000660
20200419,84100,6205624,A000660
20200420,82000,5027876,A000660
20200421,81300,5090721,A000660
20200422,83900,5335787,A000660
20200423,82600,6519481,A000660
20200424,81400,3193144,A000660
20200425,81400,3193144,A000660
20200426,81400,3193144,A000660
20200427,82600,3235430,A000660
20200428,83400,3205535,A000660
20200429,83700,3750568,A000660
20200430,83700,3750568,A000660
20200501,83700,3750568,A000660
20200502,83700,3750568,A000660
20200503,83700,3750568,A000660
20200504,81000,5280026,A000660
20200505,81000,5280026,A000660
20200506,82400,3351424,A000660
20200507,82400,2660512,A000660
20200508,85000,5039635,A000660
20200509,85000,5039635,A000660
20200510,85000,5039635,A000660
20200511,84500,2800047,A000660
20200512,85700,3574409,A000660
20200513,83600,5371416,A000660
20200514,80600,6409652,A000660
20200515,81900,4168866,A000660
20200516,81900,4168866,A000660
20200517,81900,4168866,A000660
20200518,81100,5294177,A000660
20200519,82700,4620614,A000660
20200520,84100,3924403,A000660
20200521,83400,2678953,A000660
20200522,81300,3471700,A000660
20200523,81300,3471700,A000660
20200524,81300,3471700,A000660
20200525,81400,2850294,A000660
20200526,81900,3040122,A000660
20200527,81400,2946278,A000660
20200528,83900,9227823,A000660
20200529,81500,6815185,A000660
20200530,81500,6815185,A000660
20200531,81500,6815185,A000660
20200601,83600,4205357,A000660
20200602,83300,3114162,A000660
20200603,88700,11642239,A000660
20200604,87700,6678244,A000660
20200605,90400,4000557,A000660
20200606,90400,4000557,A000660
20200607,90400,4000557,A000660
20200608,91000,3789382,A000660
20200609,89800,3410081,A000660
20200610,90800,3045250,A000660
20200611,88500,5467344,A000660
20200612,85200,4742329,A000660
20200613,85200,4742329,A000660
20200614,85200,4742329,A000660
20200615,82000,4710114,A000660
20200616,85400,3518785,A000660
20200617,86800,4160612,A000660
20200618,86200,2484147,A000660
20200619,85400,3216102,A000660
20200620,85400,3216102,A000660
20200621,85400,3216102,A000660
20200622,84900,2167216,A000660
20200623,84100,2955819,A000660
20200624,86000,4079834,A000660
20200625,84300,3397112,A000660
20200626,84600,2889494,A000660
20200627,84600,2889494,A000660
20200628,84600,2889494,A000660
20200629,83600,2932433,A000660
20200630,85100,4983607,A000660
20200701,85300,2382552,A000660
20200702,84400,3295340,A000660
20200703,85400,2195897,A000660
20200704,85400,2195897,A000660
20200705,85400,2195897,A000660
20200706,86000,2561766,A000660
20200707,84800,3196352,A000660
20200708,83700,3523620,A000660
20200709,83000,4002365,A000660
20200710,82800,2201557,A000660
20200711,82800,2201557,A000660
20200712,82800,2201557,A000660
20200713,83000,2080934,A000660
20200714,82900,2048671,A000660
20200715,83000,3024429,A000660
20200716,82700,2312310,A000660
20200717,82900,1579078,A000660
20200718,82900,1579078,A000660
20200719,82900,1579078,A000660
20200720,82200,2008624,A000660
20200721,84100,4181015,A000660
20200722,83200,2876295,A000660
20200723,82400,3591647,A000660
20200724,83700,3667416,A000660
20200725,83700,3667416,A000660
20200726,83700,3667416,A000660
20200727,82800,2784652,A000660
20200728,83100,4538720,A000660
20200729,83200,3719681,A000660
20200730,85300,6870841,A000660
20200731,82800,4848989,A000660
20200801,82800,4848989,A000660
20200802,82800,4848989,A000660
20200803,81800,3483106,A000660
20200804,81600,3005937,A000660
20200805,80700,4537005,A000660
20200806,81100,3391939,A000660
20200807,80600,4946631,A000660
20200808,80600,4946631,A000660
20200809,80600,4946631,A000660
20200810,81400,3277238,A000660
20200811,81300,3234013,A000660
20200812,81000,3595828,A000660
20200813,80700,4049387,A000660
20200814,80200,2589552,A000660
20200815,80200,2589552,A000660
20200816,80200,2589552,A000660
20200817,80200,2589552,A000660
20200818,78100,4946279,A000660
20200819,75000,8028305,A000660
20200820,71800,7260223,A000660
20200821,74500,7700029,A000660
20200822,74500,7700029,A000660
20200823,74500,7700029,A000660
20200824,75500,4298619,A000660
20200825,77000,3473488,A000660
20200826,78800,4741965,A000660
20200827,79100,4223450,A000660
20200828,77800,2511956,A000660
20200829,77800,2511956,A000660
20200830,77800,2511956,A000660
20200831,75100,5113128,A000660
20200901,75200,2538676,A000660
20200902,75500,2369360,A000660
20200903,78700,7002529,A000660
20200904,78700,4582566,A000660
20200905,78700,4582566,A000660
20200906,78700,4582566,A000660
20200907,78400,2786930,A000660
20200908,79400,3380355,A000660
20200909,77300,3918435,A000660
20200910,76600,3541520,A000660
20200911,78400,2831262,A000660
20200912,78400,2831262,A000660
20200913,78400,2831262,A000660
20200914,80000,4099644,A000660
20200915,81900,5899410,A000660
20200916,81500,3119110,A000660
20200917,82200,4055050,A000660
20200918,83700,5199334,A000660
20200919,83700,5199334,A000660
20200920,83700,5199334,A000660
20200921,84500,4102947,A000660
20200922,81300,4139983,A000660
20200923,83600,4439085,A000660
20200924,84300,6401560,A000660
20200925,82900,3205596,A000660
20200926,82900,3205596,A000660
20200927,82900,3205596,A000660
20200928,82500,3154068,A000660
20200929,84000,4707898,A000660
20200930,84000,4707898,A000660
20201001,84000,4707898,A000660
20201002,84000,4707898,A000660
20201003,84000,4707898,A000660
20201004,84000,4707898,A000660
20201005,83200,3396894,A000660
20201006,83000,2750145,A000660
20201007,83400,2254356,A000660
20201008,82900,3330824,A000660
20201009,82900,3330824,A000660
20201010,82900,3330824,A000660
20201011,82900,3330824,A000660
20201012,85500,4464264,A000660
20201013,88200,6375448,A000660
20201014,86500,3223767,A000660
20201015,87100,2802900,A000660
20201016,85300,2435541,A000660
20201017,85300,2435541,A000660
20201018,85300,2435541,A000660
20201019,86700,3150011,A000660
20201020,85200,6622637,A000660
20201021,83800,4925877,A000660
20201022,83300,2593975,A000660
20201023,83900,2609595,A000660
20201024,83900,2609595,A000660
20201025,83900,2609595,A000660
20201026,83200,1662847,A000660
20201027,82600,2265817,A000660
20201028,82900,1773556,A000660
20201029,81700,2637314,A000660
20201030,79900,2710477,A000660
20201031,79900,2710477,A000660
20201101,79900,2710477,A000660
20201102,79600,2000394,A000660
20201103,81400,2057723,A000660
20201104,83200,3782296,A000660
20201105,86100,4082325,A000660
20201106,86300,2863808,A000660
20201107,86300,2863808,A000660
20201108,86300,2863808,A000660
20201109,86000,2444330,A000660
20201110,86500,2849783,A000660
20201111,87000,2638617,A000660
20201112,88100,4006433,A000660
20201113,89700,3774278,A000660
20201114,89700,3774278,A000660
20201115,89700,3774278,A000660
20201116,98000,9274278,A000660
20201117,98100,5218295,A000660
20201118,98000,3734037,A000660
20201119,98200,2766688,A000660
20201120,96800,2424003,A000660
20201121,96800,2424003,A000660
20201122,96800,2424003,A000660
20201123,100000,4149013,A000660
20201124,98600,3766043,A000660
20201125,97200,4081524,A000660
20201126,99400,2933290,A000660
20201127,98800,1976047,A000660
20201128,98800,1976047,A000660
20201129,98800,1976047,A000660
20201130,97500,3877841,A000660
20201201,100500,4455519,A000660
20201202,109000,7488361,A000660
20201203,111500,6617912,A000660
20201204,115000,8258814,A000660
20201205,115000,8258814,A000660
20201206,115000,8258814,A000660
20201207,118000,5191354,A000660
20201208,115000,4536460,A000660
20201209,120500,5490760,A000660
20201210,116500,8205744,A000660
20201211,115500,3944552,A000660
20201212,115500,3944552,A000660
20201213,115500,3944552,A000660
20201214,117000,3066761,A000660
20201215,117500,2755902,A000660
20201216,117500,2213552,A000660
20201217,119500,3649945,A000660
20201218,118500,3010798,A000660
20201219,118500,3010798,A000660
20201220,118500,3010798,A000660
20201221,116000,3585805,A000660
20201222,112500,4270842,A000660
20201223,116000,3173156,A000660
20201224,118000,3486636,A000660
20201225,118000,3486636,A000660
20201226,118000,3486636,A000660
20201227,118000,3486636,A000660
20201228,115500,4825132,A000660
20201229,116000,4208916,A000660
20201230,118500,4195192,A000660
20201231,118500,4195192,A000660
20210101,118500,4195192,A000660
20190101,347000,107893,A051910
20190102,337000,227694,A051910
20190103,328000,232935,A051910
20190104,330500,146988,A051910
20190105,330500,146988,A051910
20190106,330500,146988,A051910
20190107,343000,322157,A051910
20190108,349500,191633,A051910
20190109,352000,189562,A051910
20190110,347000,160808,A051910
20190111,349000,133523,A051910
20190112,349000,133523,A051910
20190113,349000,133523,A051910
20190114,350500,116345,A051910
20190115,356000,162948,A051910
20190116,366000,338647,A051910
20190117,360000,195538,A051910
20190118,368500,175106,A051910
20190119,368500,175106,A051910
20190120,368500,175106,A051910
20190121,370000,185149,A051910
20190122,366000,168874,A051910
20190123,369000,135604,A051910
20190124,367500,163790,A051910
20190125,373500,179731,A051910
20190126,373500,179731,A051910
20190127,373500,179731,A051910
20190128,374500,169205,A051910
20190129,378000,129353,A051910
20190130,379000,292815,A051910
20190131,368000,366641,A051910
20190201,368000,186088,A051910
20190202,368000,186088,A051910
20190203,368000,186088,A051910
20190204,368000,186088,A051910
20190205,368000,186088,A051910
20190206,368000,186088,A051910
20190207,369500,203911,A051910
20190208,370000,200400,A051910
20190209,370000,200400,A051910
20190210,370000,200400,A051910
20190211,372000,222401,A051910
20190212,371500,161623,A051910
20190213,378000,238938,A051910
20190214,380000,174263,A051910
20190215,380000,176600,A051910
20190216,380000,176600,A051910
20190217,380000,176600,A051910
20190218,391000,391159,A051910
20190219,390000,167684,A051910
20190220,394500,187571,A051910
20190221,387500,196217,A051910
20190222,383500,321536,A051910
20190223,383500,321536,A051910
20190224,383500,321536,A051910
20190225,385500,184192,A051910
20190226,386000,186216,A051910
20190227,392000,203931,A051910
20190228,390500,232429,A051910
20190301,390500,232429,A051910
20190302,390500,232429,A051910
20190303,390500,232429,A051910
20190304,387000,272909,A051910
20190305,373500,301137,A051910
20190306,373000,185818,A051910
20190307,366000,217748,A051910
20190308,364500,241496,A051910
20190309,364500,241496,A051910
20190310,364500,241496,A051910
20190311,361000,176310,A051910
20190312,365500,134842,A051910
20190313,363000,130719,A051910
20190314,370000,218477,A051910
20190315,370500,224707,A051910
20190316,370500,224707,A051910
20190317,370500,224707,A051910
20190318,366000,143247,A051910
20190319,369500,101797,A051910
20190320,363000,197333,A051910
20190321,382000,422078,A051910
20190322,379500,168236,A051910
20190323,379500,168236,A051910
20190324,379500,168236,A051910
20190325,367000,275020,A051910
20190326,366500,126328,A051910
20190327,362500,201938,A051910
20190328,361000,154119,A051910
20190329,366000,142056,A051910
20190330,366000,142056,A051910
20190331,366000,142056,A051910
20190401,370500,170894,A051910
20190402,372000,124592,A051910
20190403,376500,182955,A051910
20190404,376500,117507,A051910
20190405,377500,111499,A051910
20190406,377500,111499,A051910
20190407,377500,111499,A051910
20190408,383500,247069,A051910
20190409,387000,159712,A051910
20190410,389000,172063,A051910
20190411,388500,206847,A051910
20190412,380000,206511,A051910
20190413,380000,206511,A051910
20190414,380000,206511,A051910
20190415,374000,219027,A051910
20190416,373500,144284,A051910
20190417,371000,155525,A051910
20190418,369000,281963,A051910
20190419,366500,110098,A051910
20190420,366500,110098,A051910
20190421,366500,110098,A051910
20190422,370500,164492,A051910
20190423,371000,151790,A051910
20190424,361500,431261,A051910
20190425,365000,281721,A051910
20190426,358500,185237,A051910
20190427,358500,185237,A051910
20190428,358500,185237,A051910
20190429,365000,208561,A051910
20190430,361000,247798,A051910
20190501,361000,247798,A051910
20190502,359000,260801,A051910
20190503,364500,160521,A051910
20190504,364500,160521,A051910
20190505,364500,160521,A051910
20190506,364500,160521,A051910
20190507,358000,190156,A051910
20190508,356000,156763,A051910
20190509,343000,358834,A051910
20190510,344000,243229,A051910
20190511,344000,243229,A051910
20190512,344000,243229,A051910
20190513,333000,229518,A051910
20190514,331500,223147,A051910
20190515,340500,256554,A051910
20190516,335500,224008,A051910
20190517,334000,132312,A051910
20190518,334000,132312,A051910
20190519,334000,132312,A051910
20190520,330000,134913,A051910
20190521,329500,151917,A051910
20190522,332000,96373,A051910
20190523,327000,147111,A051910
20190524,325500,173785,A051910
20190525,325500,173785,A051910
20190526,325500,173785,A051910
20190527,326000,122563,A051910
20190528,326000,288317,A051910
20190529,323000,159476,A051910
20190530,327500,263071,A051910
20190531,333000,222635,A051910
20190601,333000,222635,A051910
20190602,333000,222635,A051910
20190603,337000,156208,A051910
20190604,337500,106548,A051910
20190605,331500,158733,A051910
20190606,331500,158733,A051910
20190607,330500,114979,A051910
20190608,330500,114979,A051910
20190609,330500,114979,A051910
20190610,337000,133998,A051910
20190611,341000,285000,A051910
20190612,337000,141549,A051910
20190613,349000,336019,A051910
20190614,344500,229667,A051910
20190615,344500,229667,A051910
20190616,344500,229667,A051910
20190617,348500,147491,A051910
20190618,345500,187801,A051910
20190619,348500,102094,A051910
20190620,352000,150039,A051910
20190621,348000,121196,A051910
20190622,348000,121196,A051910
20190623,348000,121196,A051910
20190624,348500,84084,A051910
20190625,352000,169316,A051910
20190626,347500,100381,A051910
20190627,349500,172767,A051910
20190628,354500,163529,A051910
20190629,354500,163529,A051910
20190630,354500,163529,A051910
20190701,355000,113228,A051910
20190702,348500,105241,A051910
20190703,355500,220098,A051910
20190704,358500,82751,A051910
20190705,354500,100106,A051910
20190706,354500,100106,A051910
20190707,354500,100106,A051910
20190708,345000,147643,A051910
20190709,337500,194090,A051910
20190710,337500,151141,A051910
20190711,341000,159837,A051910
20190712,344500,128147,A051910
20190713,344500,128147,A051910
20190714,344500,128147,A051910
20190715,347000,102063,A051910
20190716,353000,141257,A051910
20190717,353000,142249,A051910
20190718,356000,145999,A051910
20190719,361500,158745,A051910
20190720,361500,158745,A051910
20190721,361500,158745,A051910
20190722,357000,80333,A051910
20190723,359000,87905,A051910
20190724,353500,102363,A051910
20190725,336000,488905,A051910
20190726,333000,203369,A051910
20190727,333000,203369,A051910
20190728,333000,203369,A051910
20190729,333000,168075,A051910
20190730,334500,95024,A051910
20190731,337500,185273,A051910
20190801,332500,129913,A051910
20190802,331500,151336,A051910
20190803,331500,151336,A051910
20190804,331500,151336,A051910
20190805,315500,234602,A051910
20190806,310000,287938,A051910
20190807,315500,164132,A051910
20190808,318000,182984,A051910
20190809,317000,86491,A051910
20190810,317000,86491,A051910
20190811,317000,86491,A051910
20190812,314000,84452,A051910
20190813,309000,119987,A051910
20190814,323500,192588,A051910
20190815,323500,192588,A051910
20190816,320000,85005,A051910
20190817,320000,85005,A051910
20190818,320000,85005,A051910
20190819,321000,84033,A051910
20190820,324000,75449,A051910
20190821,328000,114378,A051910
20190822,320000,165953,A051910
20190823,329500,178100,A051910
20190824,329500,178100,A051910
20190825,329500,178100,A051910
20190826,323500,179599,A051910
20190827,323000,190393,A051910
20190828,324000,107317,A051910
20190829,325000,70201,A051910
20190830,330500,115040,A051910
20190831,330500,115040,A051910
20190901,330500,115040,A051910
20190902,321500,227172,A051910
20190903,322000,98010,A051910
20190904,321500,137210,A051910
20190905,325000,170296,A051910
20190906,328500,111619,A051910
20190907,328500,111619,A051910
20190908,328500,111619,A051910
20190909,325000,128902,A051910
20190910,322000,150462,A051910
20190911,324000,244506,A051910
20190912,324000,244506,A051910
20190913,324000,244506,A051910
20190914,324000,244506,A051910
20190915,324000,244506,A051910
20190916,324500,319049,A051910
20190917,327500,227963,A051910
20190918,325500,100339,A051910
20190919,327500,108529,A051910
20190920,329000,158169,A051910
20190921,329000,158169,A051910
20190922,329000,158169,A051910
20190923,323500,174354,A051910
20190924,327000,142221,A051910
20190925,305000,962072,A051910
20190926,304500,239641,A051910
20190927,301500,273366,A051910
20190928,301500,273366,A051910
20190929,301500,273366,A051910
20190930,299500,214811,A051910
20191001,304500,190739,A051910
20191002,296500,234302,A051910
20191003,296500,234302,A051910
20191004,296000,167424,A051910
20191005,296000,167424,A051910
20191006,296000,167424,A051910
20191007,289000,284855,A051910
20191008,295500,205540,A051910
20191009,295500,205540,A051910
20191010,297000,224500,A051910
20191011,302500,182446,A051910
20191012,302500,182446,A051910
20191013,302500,182446,A051910
20191014,304000,146205,A051910
20191015,303000,127670,A051910
20191016,303000,169910,A051910
20191017,304000,124636,A051910
20191018,295500,263628,A051910
20191019,295500,263628,A051910
20191020,295500,263628,A051910
20191021,298500,146338,A051910
20191022,298500,250758,A051910
20191023,299500,125797,A051910
20191024,298000,238188,A051910
20191025,301500,255701,A051910
20191026,301500,255701,A051910
20191027,301500,255701,A051910
20191028,302000,141604,A051910
20191029,300000,141589,A051910
20191030,305000,196715,A051910
20191031,307500,236988,A051910
20191101,309000,86443,A051910
20191102,309000,86443,A051910
20191103,309000,86443,A051910
20191104,315000,236514,A051910
20191105,321500,244050,A051910
20191106,317500,201082,A051910
20191107,316500,108717,A051910
20191108,323000,173853,A051910
20191109,323000,173853,A051910
20191110,323000,173853,A051910
20191111,317000,124161,A051910
20191112,317500,62703,A051910
20191113,314500,117232,A051910
20191114,319500,135926,A051910
20191115,317500,130953,A051910
20191116,317500,130953,A051910
20191117,317500,130953,A051910
20191118,316000,88958,A051910
20191119,317500,136513,A051910
20191120,309500,188995,A051910
20191121,305000,156773,A051910
20191122,301000,285700,A051910
20191123,301000,285700,A051910
20191124,301000,285700,A051910
20191125,308500,300005,A051910
20191126,308500,302933,A051910
20191127,309000,100282,A051910
20191128,309000,87936,A051910
20191129,306500,197050,A051910
20191130,306500,197050,A051910
20191201,306500,197050,A051910
20191202,309000,123351,A051910
20191203,309500,97676,A051910
20191204,296500,316394,A051910
20191205,293500,199730,A051910
20191206,294500,155425,A051910
20191207,294500,155425,A051910
20191208,294500,155425,A051910
20191209,295000,150943,A051910
20191210,299000,159077,A051910
20191211,300500,137285,A051910
20191212,300500,246964,A051910
20191213,303000,223170,A051910
20191214,303000,223170,A051910
20191215,303000,223170,A051910
20191216,309000,182481,A051910
20191217,305500,176726,A051910
20191218,307000,207013,A051910
20191219,309000,110138,A051910
20191220,314500,248130,A051910
20191221,314500,248130,A051910
20191222,314500,248130,A051910
20191223,313000,121761,A051910
20191224,312500,224260,A051910
20191225,312500,224260,A051910
20191226,308000,166208,A051910
20191227,310500,149622,A051910
20191228,310500,149622,A051910
20191229,310500,149622,A051910
20191230,317500,168990,A051910
20191231,317500,168990,A051910
20200101,317500,168990,A051910
20200102,314000,139496,A051910
20200103,311000,165030,A051910
20200104,311000,165030,A051910
20200105,311000,165030,A051910
20200106,307000,138154,A051910
20200107,311000,133788,A051910
20200108,302000,225471,A051910
20200109,306500,198621,A051910
20200110,325000,610981,A051910
20200111,325000,610981,A051910
20200112,325000,610981,A051910
20200113,332500,359435,A051910
20200114,333500,425340,A051910
20200115,328500,231766,A051910
20200116,329000,194414,A051910
20200117,333000,221203,A051910
20200118,333000,221203,A051910
20200119,333000,221203,A051910
20200120,354000,556519,A051910
20200121,344500,364883,A051910
20200122,351500,311524,A051910
20200123,348500,260932,A051910
20200124,348500,260932,A051910
20200125,348500,260932,A051910
20200126,348500,260932,A051910
20200127,348500,260932,A051910
20200128,336500,348298,A051910
20200129,335000,272147,A051910
20200130,343500,642288,A051910
20200131,337500,391298,A051910
20200201,337500,391298,A051910
20200202,337500,391298,A051910
20200203,350000,594448,A051910
20200204,379500,995237,A051910
20200205,382000,731711,A051910
20200206,382000,551088,A051910
20200207,386500,392312,A051910
20200208,386500,392312,A051910
20200209,386500,392312,A051910
20200210,387000,291904,A051910
20200211,413500,983089,A051910
20200212,408000,463511,A051910
20200213,411500,448366,A051910
20200214,413500,301730,A051910
20200215,413500,301730,A051910
20200216,413500,301730,A051910
20200217,419500,514355,A051910
20200218,418000,366288,A051910
20200219,404000,766920,A051910
20200220,419000,482732,A051910
20200221,407000,400924,A051910
20200222,407000,400924,A051910
20200223,407000,400924,A051910
20200224,395000,463848,A051910
20200225,399500,478820,A051910
20200226,395000,334971,A051910
20200227,388000,345104,A051910
20200228,368000,643995,A051910
